item_id;vectors
1590;-0.11770153|0.14918682|-0.13420746|-0.070474334|0.060568683|0.14315075|-0.13130234|0.079686716|-0.14522976|0.0054441243|0.12369549|-0.22601676|-0.19025257|0.049232304|-0.10512508|-0.1718748|0.124677226|-0.18284243|0.11975122|-0.09464686|-0.015645884|0.17888626|0.1655184|0.07793462|-0.18541194|0.16541858|-0.058144856|0.08925396|-0.060409136|0.06923183|-0.09129378|-0.010275841|0.1256506|-0.14592455|-0.14760531|-0.061818276|0.05613239|-0.08447273|-0.11019522|0.17019014|-0.029916711|0.11711643|-0.14606929|0.11092703|0.16937813|0.1746083|0.14216042|-0.13685279|-0.07535668|0.15622842|0.120823085|-0.05526132|-0.08339751|-0.1860539|-0.20778733|-0.058212843|0.068659246|0.024904668|-0.1862087|-0.11495148|-0.16923478|0.117560774|-0.12034679|-0.1133112|0.15815149|-0.14160818|-0.09365383|-0.16692834|-0.16852275|0.12735885|-0.215761|0.08111027|-0.1361488|0.031171262|-0.10644722|-0.19968788|-0.06863948|0.12302697|-0.19491714|0.15684302|-0.16734698|-0.09459465|-0.093085684|0.15017968|0.14764148|0.11041592|-0.19576423|-0.13447452|0.21031082|0.14613974|0.20048891|-0.13128966|0.11307749|0.1472071|-0.12112481|-0.040348113|0.10099645|0.12253074|-0.0694356|0.054143354
1591;-0.2184495|0.07118193|-0.16429812|-0.15505037|0.053284492|0.1567165|-0.16917148|0.01263189|-0.2325335|0.014620226|0.1748094|-0.21914786|-0.19526362|0.098026514|-0.11733485|-0.15753739|0.097947925|-0.108602695|0.11512352|-0.12421936|0.08462279|0.21175754|0.15314038|0.116054185|-0.059411407|0.14048375|0.040923595|0.10049048|-0.15594386|0.06061617|-0.21789357|-0.03754441|0.22890925|-0.20822759|-0.21817839|-0.050612576|0.13980843|-0.18533581|-0.21689677|0.14949107|-0.00050766766|0.07466408|-0.1835594|0.079316735|0.15826626|0.2540866|0.22321436|-0.0684563|-0.14253838|0.13256839|0.13315518|-0.12726468|-0.15798798|-0.18885753|-0.21670893|-0.13090786|0.089955375|0.0012360588|-0.12894452|-0.14068374|-0.18993269|0.13075611|-0.17104049|-0.140989|0.08703545|-0.21999452|-0.20013574|-0.15863566|-0.22938877|0.13035758|-0.2233205|0.10522102|-0.12858307|-0.038289078|-0.14402233|-0.13273782|-0.09936168|0.08027396|-0.2061243|0.15163916|-0.18460153|-0.19924997|-0.15051578|0.21876922|0.17658661|0.16034657|-0.112942226|-0.17033972|0.19964682|0.23819187|0.20343442|-0.19066308|0.16451652|0.21826728|-0.15861136|0.018732186|0.19707897|0.17043868|-0.064468026|0.023754366
1592;-0.1543954|0.123442866|-0.17668262|-0.24067387|0.041136008|0.25250214|-0.15260926|0.033786666|-0.20937294|0.028320968|0.06991018|-0.16981252|-0.20710015|0.1626901|-0.16917244|-0.17992291|0.17142317|-0.16396858|0.19927388|-0.023338988|-0.036534593|0.1298393|0.13339089|0.12051419|-0.1269022|0.17023337|-0.019154683|0.116368|-0.1726084|0.09039715|-0.19724372|-0.023718752|0.16216265|-0.21684313|-0.11448228|-0.01687875|0.1167655|-0.14664432|-0.13673848|0.15397297|-0.06902321|0.12090756|-0.18024755|0.017001877|0.20306319|0.20942362|0.123803474|-0.1517116|-0.1583724|0.15555465|0.12843072|-0.0964566|-0.060908534|-0.20309201|-0.24401344|-0.08888582|0.123127624|0.06555292|-0.21991614|-0.16713649|-0.20556304|0.12932354|-0.14159094|-0.12807298|0.077488996|-0.2577584|-0.07427871|-0.14861588|-0.25406784|0.117372364|-0.16559698|0.077738784|-0.14482595|-0.10370612|-0.20587912|-0.20269033|-0.18415204|0.10204492|-0.20144211|0.0915439|-0.18789792|-0.13676067|-0.07821303|0.25715223|0.1009838|0.0981732|-0.21552996|-0.19860686|0.18075165|0.2210137|0.1734959|-0.13214433|0.19315732|0.20164485|-0.17177422|0.0014461689|0.17226113|0.16097479|-0.08299382|0.14103235
1593;-0.18736048|0.053975623|-0.12269455|-0.20803511|0.01119769|0.20735288|-0.13359812|-0.04487929|-0.22524834|0.045063883|0.1236358|-0.09527594|-0.21888925|0.19041055|-0.135058|-0.18897267|0.08479433|-0.13977034|0.20139408|-0.063963085|-0.004203394|0.13633849|0.14269592|0.19500837|-0.15554067|0.17607841|-0.018642597|0.14751148|-0.08597642|0.03457223|-0.18355508|-0.048549525|0.22889256|-0.13935208|-0.16296405|-0.05509662|0.080145285|-0.12055789|-0.13251531|0.15647185|-0.059327967|0.080686614|-0.14164752|0.08917092|0.17481968|0.17507009|0.17339107|-0.06335547|-0.21416067|0.08455782|0.0569622|-0.10755071|-0.017587572|-0.16963455|-0.14879641|-0.093964905|0.1725078|-0.02909514|-0.21705347|-0.15469877|-0.17873926|0.12374657|-0.20414595|-0.13020356|0.08326483|-0.15567094|-0.07031293|-0.20846537|-0.11619062|0.1469187|-0.20997861|0.17389746|-0.15932354|0.001996927|-0.21190248|-0.1720693|-0.109186456|0.041472748|-0.2308884|0.2127505|-0.08365299|-0.2123965|-0.11279966|0.2104646|0.11765003|0.12672292|-0.14634407|-0.16805008|0.18669395|0.25142944|0.1345528|-0.18370558|0.09882091|0.20469202|-0.17676742|-0.0046326146|0.16174154|0.16605084|-0.1361764|0.1486466
1594;-0.18129435|0.0051492676|-0.09899033|-0.13851485|0.0015888251|0.13792045|-0.18797635|0.08934915|-0.21866035|0.12174542|0.14670104|-0.18062449|-0.2436277|0.1332347|-0.061622404|-0.20871505|0.12298985|-0.15200509|0.20697324|-0.07647301|-0.009734109|0.10372573|0.18377817|0.11772191|-0.08720003|0.105929665|-0.012959249|0.18562824|-0.15782358|0.0830363|-0.07424914|-0.07531892|0.14772727|-0.070736505|-0.21129598|-0.069777295|0.0899022|-0.10129654|-0.12647462|0.1408722|0.0019265786|0.09554861|-0.061763205|0.06282641|0.17318824|0.19402175|0.16916084|-0.077990144|-0.11306254|0.1252293|0.07457214|-0.15841326|-0.1428955|-0.09353021|-0.18204005|-0.02414129|0.17061223|0.050492708|-0.14878182|-0.2299644|-0.13777551|0.16560285|-0.10638118|-0.11511743|0.11569386|-0.13493401|-0.11211076|-0.11640659|-0.16664323|0.10072987|-0.18790247|0.14351231|-0.07378954|-0.06845864|-0.12202504|-0.06565465|-0.105789326|0.16055575|-0.11325518|0.14013498|-0.11794692|-0.10089719|-0.04469879|0.18311039|0.088451326|0.09757136|-0.11160988|-0.22270818|0.22300962|0.17891976|0.10355963|-0.16692187|0.18058783|0.18656735|-0.08600015|-0.05181372|0.11245696|0.21657997|-0.04924608|0.15149885
1595;-0.17667904|0.043337703|-0.07546528|-0.09219997|0.029844426|0.2439532|-0.08962675|-0.002361048|-0.1952378|0.07716609|0.16046494|-0.11814597|-0.20092112|0.10221235|-0.07966748|-0.111836284|0.077683836|-0.12821466|0.18440147|-0.104209915|-0.034924798|0.17300251|0.11841283|0.079148516|-0.13988367|0.13132586|0.08641181|0.12157354|-0.04790996|0.08087711|-0.11441603|-0.10429929|0.23128054|-0.07592187|-0.23844315|-0.08241502|0.0574835|-0.14688641|-0.11566375|0.11552821|-0.01963606|0.12858607|-0.1132878|0.0035721064|0.1475161|0.22629318|0.16449668|-0.10139211|-0.12648529|0.15038387|0.08002876|-0.07003624|-0.08646266|-0.12970324|-0.20933859|-0.06518452|0.16615967|0.053192742|-0.17103985|-0.23010786|-0.1637473|0.09851888|-0.085368074|-0.11249943|0.09129433|-0.2046136|-0.08450128|-0.18123719|-0.16784851|0.12519324|-0.19193828|0.15980011|-0.06291871|0.009567626|-0.06831724|-0.09730136|-0.11023782|0.06368504|-0.17335701|0.15461694|-0.15093161|-0.17067486|-0.0579409|0.19725999|0.104881525|0.16125214|-0.16857733|-0.1374619|0.12899657|0.24025242|0.095597066|-0.18417218|0.069989175|0.23114127|-0.12967184|-0.07020968|0.17255457|0.20837197|-0.119498186|0.10360763
1596;-0.17850539|0.033569302|-0.14319718|-0.20396417|0.068143055|0.17375475|-0.1893743|0.033993453|-0.19483654|0.06501293|0.10678141|-0.12204415|-0.24291027|0.14127806|-0.07031411|-0.22713535|0.12903632|-0.13694371|0.15525961|-0.03590378|-0.014932863|0.11683133|0.15129653|0.09050837|-0.06493848|0.14644478|-0.039191693|0.16720648|-0.0811985|0.048471298|-0.09796873|-0.12041709|0.20772742|-0.10068204|-0.14443111|-0.010840853|0.1328229|-0.14319016|-0.22363082|0.15632664|-0.048280478|0.14958744|-0.17312351|0.06386989|0.14243975|0.14975454|0.20821641|-0.16468345|-0.1995376|0.11923957|0.15762222|-0.16675887|-0.109907776|-0.15988815|-0.18614118|-0.07176759|0.1859704|-0.023897078|-0.1830477|-0.24168058|-0.18297498|0.09862156|-0.17612273|-0.19351965|0.092497505|-0.1277746|-0.11653555|-0.15553822|-0.23672411|0.0900354|-0.18938205|0.07575104|-0.12446122|-0.025454387|-0.16944456|-0.12310718|-0.042563975|0.06299275|-0.15082237|0.13514444|-0.21551022|-0.14768355|-0.16513501|0.1481255|0.15183714|0.15990032|-0.11105017|-0.19482782|0.21165189|0.17792219|0.120954625|-0.12563553|0.18367371|0.2700404|-0.14785971|0.016651392|0.16692571|0.18721494|-0.1310746|0.12831807
1597;-0.16620061|0.10309231|-0.1588506|-0.20627195|0.08154202|0.19272093|-0.17148599|0.011511762|-0.23928452|0.1067684|0.17098536|-0.13700488|-0.19767395|0.14927417|-0.11972057|-0.15755355|0.15068455|-0.14849909|0.13870749|-0.08902686|0.05061689|0.11529706|0.20997941|0.15543976|-0.16222343|0.13842812|0.056976117|0.15289512|-0.12338881|-0.0035990588|-0.15825121|-0.02497799|0.13130897|-0.14696813|-0.20420396|0.0082668755|0.123247|-0.103004076|-0.19133988|0.09368626|-0.030547956|0.12477976|-0.122548625|0.10579526|0.17089795|0.17900363|0.21294454|-0.08415279|-0.20388639|0.18369715|0.06849004|-0.14931752|-0.1495452|-0.1540917|-0.16607647|-0.04787597|0.0726049|0.067388505|-0.24027549|-0.23638469|-0.1961509|0.13946871|-0.14314838|-0.1497998|0.1521596|-0.091099106|-0.15041585|-0.12611954|-0.15450916|0.16874251|-0.20581278|0.07405472|-0.11601062|-0.058904126|-0.1352154|-0.061748445|-0.08629239|0.13463429|-0.19462714|0.12581179|-0.13549168|-0.20721543|-0.13450581|0.21527888|0.12079635|0.0908968|-0.20742975|-0.1770345|0.19772673|0.15355025|0.1923486|-0.16672108|0.17147963|0.1968929|-0.19146529|0.012620885|0.07256923|0.14366286|-0.16409607|0.05574559
1598;-0.18451527|0.12526226|-0.06909226|-0.13708575|0.08501689|0.17846698|-0.21113302|-0.032630447|-0.16850221|0.10152261|0.1651541|-0.15399115|-0.21652745|0.067021996|-0.11263762|-0.11428832|0.06413955|-0.17571577|0.16931142|-0.075838916|0.105804875|0.17645621|0.19793054|0.051971115|-0.18553577|0.12838912|0.035645336|0.23023653|-0.0837948|0.033101425|-0.1439878|-0.12268415|0.16864212|-0.13392779|-0.17931788|0.012896169|0.10794222|-0.15902321|-0.1475599|0.18126526|-2.6375055e-05|0.14249201|-0.20700288|0.09085247|0.09368071|0.13744444|0.075310506|-0.09785103|-0.10070638|0.14324544|0.05642501|-0.19560473|-0.09260596|-0.124668725|-0.21509281|-0.080469|0.165138|0.06938173|-0.160823|-0.18683761|-0.18074194|0.13600537|-0.12927148|-0.15557787|0.13870548|-0.13467851|-0.120270014|-0.20679307|-0.14382324|0.043536603|-0.13224111|0.09910675|-0.058838032|-0.05501022|-0.11770405|-0.07505133|-0.18872082|0.0034982786|-0.1435897|0.116487935|-0.18737176|-0.15841831|-0.12925321|0.18567452|0.16613747|0.13483879|-0.13535126|-0.23917384|0.18752281|0.22247219|0.15812829|-0.15702957|0.13954283|0.24877256|-0.122419834|-0.055640213|0.18659326|0.09586063|-0.11154877|0.14929676
1599;-0.20330018|0.07282636|-0.13786346|-0.1856147|0.095855206|0.23497683|-0.19909477|-0.012846309|-0.25824597|0.099708945|0.15081628|-0.107324824|-0.18422237|0.14585412|-0.11153877|-0.23876025|0.13768704|-0.21024625|0.20914418|-0.12984002|-0.0077416394|0.18421078|0.19431102|0.11194622|-0.13738377|0.16113432|0.056817606|0.07932515|-0.13487065|0.071679994|-0.19983359|-0.081220545|0.2070972|-0.16366617|-0.23222136|-0.07964446|0.09318549|-0.16732112|-0.2044375|0.13164698|-0.00789072|0.17464897|-0.19554423|0.059175845|0.059045576|0.26384893|0.26113722|-0.08677779|-0.09929303|0.11107528|0.15707564|-0.20636778|-0.1330128|-0.17456914|-0.1541355|-0.13450375|0.13465455|0.06566748|-0.15155584|-0.18902054|-0.22738284|0.2173916|-0.15876716|-0.17669232|0.07880238|-0.14870083|-0.14845094|-0.19059758|-0.17729518|0.090899825|-0.26552677|0.14673236|-0.07996179|-0.032535575|-0.2143181|-0.19970204|-0.122930005|0.11699853|-0.22344062|0.10229649|-0.19647604|-0.2454428|-0.15653096|0.20034805|0.1641181|0.18320844|-0.18577471|-0.18255311|0.16410431|0.24806742|0.15545575|-0.1951418|0.22492528|0.19406798|-0.18988207|-0.06917357|0.19516478|0.20508525|-0.117817216|0.14360675
1600;-0.17479505|0.12834245|-0.12943949|-0.17851822|0.051258694|0.18522519|-0.18498471|0.04264878|-0.22708341|0.10875062|0.1064167|-0.21218088|-0.17141926|0.14261018|-0.16309068|-0.22945678|0.08110978|-0.20041586|0.13996331|-0.09641929|0.018027887|0.13829035|0.18311308|0.17762549|-0.16609545|0.15310775|-0.07876338|0.06865711|-0.18214014|0.09711343|-0.23460823|-0.0063074306|0.16793445|-0.19137377|-0.14334624|-0.028231991|0.123791434|-0.09285966|-0.15112102|0.14426772|-0.09797793|0.16241835|-0.19983882|0.11482066|0.16579022|0.15700655|0.17709807|-0.10041784|-0.13430019|0.18474965|0.06863664|-0.120782584|-0.065355875|-0.12294197|-0.26211017|-0.038829032|0.13426885|0.09436311|-0.2032274|-0.240666|-0.14451236|0.07235193|-0.1253214|-0.17368652|0.13714786|-0.20328718|-0.1341406|-0.2402266|-0.24946678|0.11350945|-0.1884272|0.14626577|-0.06361057|0.057142228|-0.1705431|-0.16304229|-0.16885923|0.10460594|-0.25133327|0.15344836|-0.18455677|-0.16675612|-0.110035926|0.17555793|0.11038456|0.21631077|-0.16041718|-0.11874436|0.13951394|0.22914173|0.21408302|-0.24105304|0.12651467|0.21517165|-0.104839794|-0.06170159|0.095683165|0.088811964|-0.11217413|0.082452804
1601;-0.15387803|0.013828862|-0.15894601|-0.115485735|0.035106532|0.18469861|-0.13684788|0.009939874|-0.2137779|0.05166056|0.09960082|-0.20847265|-0.1087595|0.15643194|-0.09498068|-0.22652727|0.11563107|-0.15114479|0.17508176|0.0062104017|0.036730558|0.13969208|0.09776974|0.13870108|-0.09504053|0.18734498|0.014413403|0.13461316|-0.16466849|0.0006730929|-0.20168099|-0.10987945|0.1807622|-0.21071127|-0.15052332|0.029735904|0.049527265|-0.1520251|-0.129888|0.120974295|0.011979882|0.06025079|-0.17908823|0.078024924|0.1685646|0.16198833|0.11611831|-0.107944526|-0.1980147|0.15004191|0.07113199|-0.099652946|-0.13921064|-0.17210451|-0.20794864|-0.071885064|0.097286314|0.09043775|-0.1480023|-0.1603333|-0.11031203|0.19474585|-0.2146513|-0.19525033|0.06146549|-0.1339756|-0.087161615|-0.15864678|-0.19082649|0.09824084|-0.1926581|0.1718449|-0.12600012|-0.10055216|-0.11301987|-0.1229945|-0.1131726|0.15674707|-0.16908067|0.14691676|-0.085822575|-0.18746887|-0.14189631|0.19109495|0.098691955|0.21831812|-0.15097778|-0.24027388|0.19671255|0.1820984|0.1445894|-0.15691452|0.21129926|0.20881656|-0.09914541|-0.10317755|0.1796527|0.11603229|-0.11412548|0.14987732
1602;-0.18541843|0.10242225|-0.15221408|-0.22020799|0.028461408|0.22906008|-0.25551602|-0.022345368|-0.23221451|0.118640706|0.15971632|-0.14780524|-0.19900104|0.126101|-0.07094237|-0.24522114|0.100993134|-0.16333312|0.24561664|-0.14877579|0.01688332|0.19435209|0.13146493|0.1734236|-0.07289101|0.17006873|-0.037335757|0.10793262|-0.10792246|0.07694241|-0.2072861|-0.1611459|0.25967067|-0.22499117|-0.18528987|-0.0073479833|0.13996306|-0.09272085|-0.18365808|0.15732278|-0.05225386|0.12394487|-0.15652066|0.08825087|0.09206761|0.2094068|0.2342882|-0.07743468|-0.23388797|0.12911606|0.15463361|-0.13342011|-0.07736938|-0.23392472|-0.148521|-0.04069399|0.15292281|0.017343225|-0.17778279|-0.25959426|-0.18738396|0.19870181|-0.16800666|-0.19240153|0.103336565|-0.20619678|-0.14213395|-0.21960713|-0.21885909|0.1151484|-0.23051208|0.15767863|-0.16334336|-0.021758035|-0.18963489|-0.18863088|-0.18926725|0.08683745|-0.21692047|0.18027908|-0.13875705|-0.09517594|-0.074431606|0.17869352|0.14361131|0.12866077|-0.13001786|-0.19409849|0.18585096|0.2240774|0.14647089|-0.17063065|0.09405708|0.18448274|-0.21808605|-0.04236073|0.16015458|0.095643006|-0.12512916|0.11370301
1603;-0.26092517|0.039300248|-0.1349246|-0.22210845|0.013954561|0.21034677|-0.13111354|0.038345255|-0.13125822|0.10246085|0.1294746|-0.16324537|-0.17288011|0.12394665|-0.14215119|-0.16092207|0.21280165|-0.10007228|0.23506077|-0.107624315|-0.021924134|0.10664696|0.17533512|0.034223758|-0.16703588|0.15184997|0.035778835|0.10142714|-0.14458233|0.004079677|-0.13544086|-0.09776987|0.14224556|-0.12276119|-0.1947644|-0.07956053|0.1033223|-0.14052321|-0.15402487|0.2117258|-0.01304248|0.14367688|-0.20360857|0.13068645|0.14363344|0.1490137|0.19383898|-0.12307698|-0.15817784|0.21921985|0.13708946|-0.10435021|-0.039855|-0.11331943|-0.18202819|-0.03806415|0.0629489|0.098506555|-0.12434015|-0.22924574|-0.2086696|0.15269023|-0.23182917|-0.082868144|0.16660486|-0.17249575|-0.1861789|-0.14879511|-0.17767997|0.05697977|-0.13672951|0.10285485|-0.07950331|-0.07784259|-0.17933251|-0.10702892|-0.095466234|0.098134965|-0.13566235|0.11710186|-0.12058972|-0.14264783|-0.1150241|0.21639025|0.09157966|0.12296534|-0.097599745|-0.18999301|0.14485547|0.23017804|0.20901218|-0.15953825|0.16629627|0.20834637|-0.12790865|-0.060665026|0.14839149|0.19177355|-0.11224951|0.13146864
1604;-0.20968592|0.11908488|-0.13215935|-0.15459457|0.026200607|0.16812977|-0.13095768|0.008591317|-0.18809012|0.03248748|0.14560391|-0.123401366|-0.1924643|0.14838521|-0.055246092|-0.19073112|0.15058294|-0.15945642|0.13525593|-0.111154854|-0.054203574|0.16488013|0.19627044|0.042738013|-0.065846965|0.18247354|0.009329745|0.07863028|-0.11960087|0.04734029|-0.18416871|-0.10724415|0.22968699|-0.22867368|-0.17060453|-0.07480911|0.0077040195|-0.09019302|-0.1235379|0.090389624|-0.037699804|0.055918872|-0.16847001|0.118083686|0.1788615|0.23471548|0.11533439|-0.15414959|-0.21246444|0.20869619|0.11189593|-0.12561586|-0.118491806|-0.14823239|-0.11230257|-0.05693706|0.078302875|0.06561012|-0.22483492|-0.14484444|-0.17112935|0.14635122|-0.11056943|-0.15575841|0.1031838|-0.1270982|-0.07746286|-0.11888499|-0.18120672|0.15141363|-0.21427171|0.048891596|-0.11876473|-0.031704705|-0.12393901|-0.13900027|-0.084945336|0.0338893|-0.14494756|0.1785057|-0.097877026|-0.15757853|-0.112035796|0.15663841|0.061130434|0.16327153|-0.17902648|-0.11530186|0.20168045|0.15909329|0.12933978|-0.16817018|0.16657837|0.16266236|-0.14714958|-0.11662914|0.16441797|0.1850829|-0.084708564|0.10459636
1605;-0.20115183|0.009167723|-0.015588291|-0.21076988|0.007944021|0.20344482|-0.14346522|-0.046298932|-0.1801237|0.07530897|0.069424674|-0.1300273|-0.18862642|0.11548549|-0.14569499|-0.1550807|0.18066359|-0.093734354|0.27582628|-0.09346097|0.05346113|0.1241146|0.19926226|0.12708022|-0.15388384|0.18031397|0.00014069583|0.10526307|-0.112983175|0.11852459|-0.124432534|-0.09534953|0.20282799|-0.22676976|-0.10924619|-0.05649842|0.09154138|-0.1754019|-0.14800902|0.024366282|-0.085574165|0.056280598|-0.1544735|0.10104898|0.15457198|0.17162968|0.17260233|-0.13031194|-0.20097671|0.1712957|0.11973717|-0.18879372|-0.086809956|-0.08180902|-0.15583757|-0.029191336|0.10127542|0.0029127784|-0.16554488|-0.1772531|-0.14966854|0.053143874|-0.18457879|-0.12401798|0.14880052|-0.2356101|-0.18275306|-0.16511655|-0.11635035|0.13613383|-0.18260342|0.09762511|-0.057988074|-0.0051330924|-0.1315482|-0.17285536|-0.1420424|0.02591262|-0.19009396|0.18208808|-0.19691144|-0.13410795|-0.16076194|0.24987093|0.15443006|0.19097884|-0.1820663|-0.25679326|0.19356973|0.17638959|0.14438353|-0.13725328|0.117253624|0.25831825|-0.10124728|-0.03026604|0.069539845|0.11612366|-0.10692487|0.12873018
1606;-0.24708277|0.020112876|-0.1311542|-0.15904748|0.13744791|0.16058701|-0.1302785|0.011379778|-0.20986572|0.0066477284|0.118740045|-0.0481631|-0.18851091|0.14667037|-0.076254055|-0.18211032|0.10007235|-0.17318663|0.1858136|-0.11643219|0.0352714|0.15459062|0.19836456|0.14098735|-0.1307737|0.17227656|-0.003579535|0.16617996|-0.15259138|-0.010663927|-0.17219381|-0.08367509|0.18439066|-0.1284785|-0.21037292|-0.030167669|0.07824996|-0.10595745|-0.095496915|0.09274249|-0.12731844|0.07110422|-0.21343598|0.022332499|0.15014444|0.123427674|0.20235859|-0.07584676|-0.17939198|0.09614435|0.07171726|-0.17305529|-0.11035257|-0.09300357|-0.12286002|-0.025359487|0.19558468|0.06029441|-0.20457911|-0.14356786|-0.13526052|0.21324328|-0.14758076|-0.1712926|0.03952358|-0.13821724|-0.1660836|-0.16614932|-0.15629184|0.064409554|-0.15195301|0.12813379|-0.077641085|0.02907458|-0.12702346|-0.109619305|-0.09021431|0.049538594|-0.1281562|0.18073037|-0.16845347|-0.101266734|-0.102080755|0.17748338|0.15716957|0.195357|-0.13858847|-0.12596554|0.16852632|0.22131796|0.15521705|-0.12176676|0.053674594|0.14811178|-0.15713634|0.030923557|0.20292531|0.1769433|-0.055402827|0.019056544
1607;-0.22768193|0.043438714|-0.0686268|-0.09427072|0.054318495|0.27605033|-0.10160461|0.041718338|-0.14124101|0.004705675|0.058747426|-0.10674122|-0.19800594|0.12833709|-0.10650792|-0.16260052|0.08569861|-0.10643816|0.2064347|-0.052892253|-0.0031779576|0.21546198|0.18780647|0.1634005|-0.13504083|0.22003695|-0.04266199|0.11367804|-0.040677607|-0.0030266307|-0.15764381|-0.10631217|0.22555253|-0.1631201|-0.18135877|-0.022471601|0.045950204|-0.080310546|-0.15501726|0.14241841|0.022954516|0.10392994|-0.19716662|0.034711663|0.18767993|0.22031495|0.252756|-0.09212382|-0.14342771|0.13143063|0.14542755|-0.18982412|-0.036827773|-0.20459825|-0.17693496|-0.116041824|0.17645192|0.06313032|-0.121319756|-0.21561952|-0.1501581|0.18778926|-0.14367434|-0.15244892|0.07953264|-0.11056809|-0.14170629|-0.19800738|-0.12856212|0.17829098|-0.17195933|0.08527091|-0.038545575|-0.08068394|-0.15809931|-0.12002191|-0.17877641|0.089340344|-0.16027765|0.23205762|-0.18466024|-0.1921378|-0.18148276|0.15957487|0.13983981|0.13365673|-0.21428266|-0.12123975|0.18588552|0.15346175|0.18593152|-0.23179336|0.09610264|0.23421176|-0.1270182|-0.106456995|0.10575265|0.13585038|-0.12865275|0.08956698
1608;-0.24514665|0.07196248|-0.16868825|-0.12353338|0.022144435|0.2841683|-0.1417235|-0.007261346|-0.23815301|0.109423205|0.09525855|-0.13303007|-0.16187987|0.15504712|-0.095295824|-0.19677469|0.05315602|-0.2118204|0.18598895|-0.11395284|-0.00046432577|0.09152078|0.14098118|0.09887044|-0.1318772|0.15268858|-0.012134751|0.12725626|-0.14189047|0.03650138|-0.21496603|-0.10040941|0.12546648|-0.10502531|-0.13328534|-0.028759155|0.051508024|-0.13320218|-0.15402469|0.16311887|-0.061243474|0.071045354|-0.103337035|0.07096035|0.100173086|0.15163764|0.11443475|-0.10425749|-0.15610625|0.17058559|0.15856463|-0.19202818|-0.05941622|-0.08709763|-0.12849313|-0.068823226|0.1893401|0.014214652|-0.2306882|-0.22031006|-0.20781705|0.11475585|-0.16318808|-0.17279693|0.17951468|-0.19433017|-0.16914155|-0.19060707|-0.16476257|0.085412316|-0.16084033|0.11073448|-0.07020302|-0.06843509|-0.17905904|-0.117826454|-0.08625147|0.0945111|-0.104412064|0.13387997|-0.09129908|-0.17935483|-0.10350121|0.18982814|0.17775333|0.15908632|-0.11347997|-0.13368931|0.12676162|0.16092369|0.18396099|-0.12786873|0.18998918|0.15669315|-0.10807179|-0.033928283|0.11238176|0.1656596|-0.12675492|0.08451146
1609;-0.26359987|4.9471855e-06|-0.12607382|-0.21139264|0.036767624|0.21795043|-0.123605266|-0.012534109|-0.24145232|0.032902524|0.09861607|-0.19203706|-0.2069896|0.16602021|-0.14986661|-0.19222093|0.13746904|-0.14168116|0.1539695|-0.03937551|-0.010487296|0.18886068|0.14039133|0.041478544|-0.053696275|0.20012644|0.040412597|0.14619105|-0.15265048|0.049482264|-0.18646492|-0.025889818|0.2190104|-0.107622005|-0.21260966|-0.057927582|0.04996057|-0.058419645|-0.08767386|0.103939265|-0.033055354|0.11234571|-0.14319153|0.09592709|0.13577431|0.17712612|0.10078681|-0.13192981|-0.19104162|0.13082705|0.11991687|-0.11368528|-0.06403527|-0.1264203|-0.22850436|-0.12517093|0.14907636|0.09115096|-0.2163108|-0.24548|-0.14432514|0.14655143|-0.13912076|-0.113757595|0.13912317|-0.10745753|-0.1904121|-0.14587177|-0.24557343|0.102681085|-0.18074168|0.034400918|-0.11113885|-0.024846653|-0.15088445|-0.1687411|-0.18646067|0.089683846|-0.16358733|0.105279595|-0.16276865|-0.12273708|-0.16161598|0.21520513|0.1773917|0.08733043|-0.14574462|-0.21811885|0.17649609|0.24006218|0.1634391|-0.17155848|0.17277087|0.14382468|-0.14937127|-0.117600426|0.14043294|0.16928735|-0.14887413|0.07635327
1610;-0.18543957|0.054404467|-0.108463064|-0.13346775|0.09225744|0.28682354|-0.16754892|-0.029565979|-0.16919416|0.087288536|0.09417191|-0.09877966|-0.15033053|0.16901429|-0.09416602|-0.2364151|0.14373489|-0.11263648|0.1072132|-0.032789126|-0.015191693|0.18276061|0.14432126|0.09167984|-0.15200396|0.1471987|0.064187475|0.15261345|-0.17633499|0.029484453|-0.1197149|-0.03607587|0.2159747|-0.09851887|-0.16968937|-0.061029527|0.017754816|-0.090456665|-0.09340553|0.1179081|-0.044529233|0.10764244|-0.13527599|0.072722346|0.13297036|0.23645332|0.15516098|-0.13333875|-0.15165555|0.17377657|0.10407345|-0.20288733|-0.030867137|-0.08737585|-0.18721375|-0.10553625|0.1243111|-0.00079404935|-0.15348305|-0.16268736|-0.15461391|0.111407615|-0.1662098|-0.14181994|0.14323562|-0.19227763|-0.09435736|-0.17537065|-0.14340901|0.14906251|-0.21304171|0.12324779|-0.12954958|-0.09334998|-0.1900948|-0.10871229|-0.1494259|0.095747024|-0.096961126|0.099882014|-0.12639686|-0.12441384|-0.1441974|0.15109077|0.12839215|0.08969511|-0.21708368|-0.16613078|0.120181136|0.2220847|0.117106736|-0.124642596|0.19673587|0.17453092|-0.14133684|-0.011511482|0.074989736|0.1541243|-0.05390538|0.068739355
